sales_id,date_sk,store_sk,product_sk,customer_sk,promotion_sk,quantity,unit_price,gross_amount,discount_amount,net_amount,payment_method
1760,22,2,10,13,,1,441.18,441.18,0.0,441.18,Card
1761,22,1,10,3,,1,447.67,447.67,0.0,447.67,Card
1764,22,5,1,19,,2,2.54,5.08,0.0,5.08,Card
1765,22,2,9,39,,2,8.88,17.76,0.0,17.76,Card
1766,22,1,6,39,,1,176.31,176.31,0.0,176.31,Card
1768,23,1,8,26,,3,7.51,22.53,0.0,22.53,Card
1773,23,4,4,19,,4,5.52,22.08,0.0,22.08,Card
1777,23,5,2,1,,1,3.15,3.15,0.0,3.15,Card
1779,23,2,8,15,,1,7.75,7.75,0.0,7.75,Card
1781,23,5,6,13,,1,176.15,176.15,0.0,176.15,Card
1782,23,4,9,23,,4,8.73,34.92,0.0,34.92,Card
1783,23,2,6,6,,1,179.42,179.42,0.0,179.42,Card
1784,23,3,2,26,,1,3.12,3.12,0.0,3.12,Card
1786,23,1,2,26,,2,3.32,6.64,0.0,6.64,Card
1787,23,4,10,14,,1,445.21,445.21,0.0,445.21,Card
1789,23,4,10,17,,1,439.39,439.39,0.0,439.39,Card
1790,23,1,2,1,,1,3.16,3.16,0.0,3.16,Card
1793,23,1,8,21,,4,7.73,30.92,0.0,30.92,Card
1794,23,4,1,34,,1,2.46,2.46,0.0,2.46,Card
1797,23,3,4,38,,2,5.48,10.96,0.0,10.96,Card
1798,23,2,9,31,,2,8.91,17.82,0.0,17.82,Card
1799,23,4,8,32,,1,7.34,7.34,0.0,7.34,Card
1800,23,4,2,29,,1,3.26,3.26,0.0,3.26,Card
1801,23,4,3,14,,2,3.08,6.16,0.0,6.16,Card
1804,23,1,10,4,,1,432.88,432.88,0.0,432.88,Card
1806,23,5,8,26,,1,7.36,7.36,0.0,7.36,Card
1808,23,3,8,35,,2,7.81,15.62,0.0,15.62,Card
1809,23,2,10,29,,1,454.67,454.67,0.0,454.67,Card
1810,23,2,4,34,,1,5.54,5.54,0.0,5.54,Card
1811,23,4,8,3,,2,7.7,15.4,0.0,15.4,Card
1812,23,3,10,17,,1,438.59,438.59,0.0,438.59,Card
1813,23,1,8,5,,3,7.26,21.78,0.0,21.78,Card
1814,23,4,10,24,,1,437.65,437.65,0.0,437.65,Card
1815,23,2,10,29,,1,462.22,462.22,0.0,462.22,Card
1817,23,2,10,27,,1,447.19,447.19,0.0,447.19,Card
1819,23,5,9,31,,1,9.02,9.02,0.0,9.02,Card
1820,23,1,1,15,,2,2.43,4.86,0.0,4.86,Card
1822,23,2,6,13,,1,178.72,178.72,0.0,178.72,Card
1823,23,2,3,27,,2,3.03,6.06,0.0,6.06,Card
1824,23,1,10,8,,1,439.88,439.88,0.0,439.88,Card
1825,23,1,5,40,,1,302.0,302.0,0.0,302.0,Card
1826,23,3,9,5,,4,9.06,36.24,0.0,36.24,Card
1828,23,2,10,11,,1,433.9,433.9,0.0,433.9,Card
1829,23,4,4,8,,2,5.57,11.14,0.0,11.14,Card
1830,23,2,6,4,,1,183.37,183.37,0.0,183.37,Card
1831,23,4,7,11,,2,24.76,49.52,0.0,49.52,Card
1833,23,3,9,30,,2,9.19,18.38,0.0,18.38,Card
1834,23,1,6,9,,1,178.3,178.3,0.0,178.3,Card
1835,23,1,10,18,,1,439.8,439.8,0.0,439.8,Card
1836,23,3,1,2,,4,2.53,10.12,0.0,10.12,Card
1838,23,2,10,4,,1,470.81,470.81,0.0,470.81,Card
1839,23,3,10,10,,1,459.94,459.94,0.0,459.94,Card
1841,23,4,2,39,,2,3.1,6.2,0.0,6.2,Card
1843,23,3,4,37,,2,5.44,10.88,0.0,10.88,Card
1844,23,5,8,28,,1,7.68,7.68,0.0,7.68,Card
1846,24,4,9,40,,3,9.1,27.3,0.0,27.3,Card
1848,24,1,6,6,,1,173.71,173.71,0.0,173.71,Card
1849,24,4,4,10,,2,5.38,10.76,0.0,10.76,Card
1850,24,5,5,3,,1,279.67,279.67,0.0,279.67,Card
1852,24,4,7,12,,3,24.56,73.67999999999999,0.0,73.68,Card
1854,24,1,2,21,,5,3.19,15.95,0.0,15.95,Card
1855,24,3,7,15,,2,24.74,49.48,0.0,49.48,Card
1856,24,3,7,14,,2,24.44,48.88,0.0,48.88,Card
1857,24,1,7,29,,2,24.79,49.58,0.0,49.58,Card
1864,24,3,8,40,,1,7.52,7.52,0.0,7.52,Card
1865,24,1,7,30,,1,24.8,24.8,0.0,24.8,Card
1866,24,3,9,18,,1,9.04,9.04,0.0,9.04,Card
1868,24,3,3,4,,1,2.92,2.92,0.0,2.92,Card
1869,24,3,3,31,,2,3.06,6.12,0.0,6.12,Card
1870,24,2,8,34,,1,7.63,7.63,0.0,7.63,Card
1873,24,5,9,13,,2,8.85,17.7,0.0,17.7,Card
1874,24,4,9,34,,2,8.83,17.66,0.0,17.66,Card
1878,24,2,10,29,,1,453.71,453.71,0.0,453.71,Card
1879,24,3,7,8,,4,24.9,99.6,0.0,99.6,Card
1880,24,2,2,30,,3,3.2,9.6,0.0,9.6,Card
1881,24,2,7,35,,1,23.8,23.8,0.0,23.8,Card
1882,24,4,8,1,,5,7.38,36.9,0.0,36.9,Card
1885,24,1,10,33,,1,449.72,449.72,0.0,449.72,Card
1888,24,3,3,1,,2,3.05,6.1,0.0,6.1,Card
1890,24,4,6,9,,1,181.31,181.31,0.0,181.31,Card
1891,24,2,3,27,,3,2.91,8.73,0.0,8.73,Card
1892,24,1,3,5,,3,2.94,8.82,0.0,8.82,Card
1893,24,3,10,19,,1,454.85,454.85,0.0,454.85,Card
1897,24,3,8,36,,2,7.42,14.84,0.0,14.84,Card
1898,24,5,9,13,,1,8.94,8.94,0.0,8.94,Card
1899,24,4,10,31,,1,444.9,444.9,0.0,444.9,Card
1900,24,5,5,23,,1,300.35,300.35,0.0,300.35,Card
1901,24,4,10,40,,1,436.75,436.75,0.0,436.75,Card
1902,24,3,8,5,,1,7.81,7.81,0.0,7.81,Card
1904,24,2,8,7,,1,7.46,7.46,0.0,7.46,Card
1905,24,1,2,3,,1,3.15,3.15,0.0,3.15,Card
1906,24,3,6,5,,1,176.02,176.02,0.0,176.02,Card
1907,24,1,5,12,,1,299.04,299.04,0.0,299.04,Card
1909,24,5,10,1,,1,439.47,439.47,0.0,439.47,Card
1910,24,3,1,24,,3,2.55,7.649999999999999,0.0,7.65,Card
1911,24,4,7,23,,1,24.87,24.87,0.0,24.87,Card
1913,24,4,10,34,,1,452.39,452.39,0.0,452.39,Card
1917,24,1,6,1,,1,179.81,179.81,0.0,179.81,Card
1918,24,2,8,24,,1,7.27,7.27,0.0,7.27,Card
1920,24,3,3,38,,2,3.01,6.02,0.0,6.02,Card
1922,24,3,7,13,,5,24.95,124.75,0.0,124.75,Card
1923,24,3,9,23,,2,8.77,17.54,0.0,17.54,Card
1926,24,1,3,4,,2,3.04,6.08,0.0,6.08,Card
1928,24,4,9,26,,1,8.91,8.91,0.0,8.91,Card
1929,24,3,1,15,,1,2.53,2.53,0.0,2.53,Card
1930,24,1,9,10,,4,9.05,36.2,0.0,36.2,Card
1931,24,5,9,17,,3,8.83,26.49,0.0,26.49,Card
1932,24,4,1,38,,4,2.47,9.88,0.0,9.88,Card
1933,24,1,10,4,,1,455.81,455.81,0.0,455.81,Card
1935,24,4,8,39,,1,7.69,7.69,0.0,7.69,Card
1937,24,2,4,4,,1,5.37,5.37,0.0,5.37,Card
1941,24,5,6,4,,1,184.49,184.49,0.0,184.49,Card
1942,24,2,8,7,,3,7.43,22.29,0.0,22.29,Card
1943,24,4,10,40,,1,457.19,457.19,0.0,457.19,Card
1945,24,3,4,17,,2,5.44,10.88,0.0,10.88,Card
1947,24,1,10,9,,1,456.15,456.15,0.0,456.15,Card
1948,24,2,3,32,,2,2.94,5.88,0.0,5.88,Card
1952,24,1,5,24,,1,309.97,309.97,0.0,309.97,Card
1955,24,4,1,34,,5,2.52,12.6,0.0,12.6,Card
1957,24,4,10,32,,1,456.0,456.0,0.0,456.0,Card
1958,24,5,9,37,,5,9.12,45.6,0.0,45.6,Card
1963,24,2,3,18,,1,3.0,3.0,0.0,3.0,Card
1965,24,2,10,10,,1,439.3,439.3,0.0,439.3,Card
1966,24,2,2,21,,1,3.2,3.2,0.0,3.2,Card
1967,24,4,3,40,,2,3.07,6.14,0.0,6.14,Card
1968,24,2,5,4,,1,293.69,293.69,0.0,293.69,Card
1969,24,5,3,37,,4,3.13,12.52,0.0,12.52,Card
1971,25,2,1,30,,1,2.52,2.52,0.0,2.52,Card
1973,25,2,8,2,,2,7.51,15.02,0.0,15.02,Card
1976,25,4,4,16,,2,5.66,11.32,0.0,11.32,Card
1977,25,1,8,1,,5,7.46,37.3,0.0,37.3,Card
1978,25,2,3,11,,5,2.97,14.85,0.0,14.85,Card
1979,25,5,6,3,,1,182.86,182.86,0.0,182.86,Card
1980,25,4,6,17,,1,177.35,177.35,0.0,177.35,Card
1981,25,1,8,1,,2,7.31,14.62,0.0,14.62,Card
1982,25,2,4,37,,2,5.36,10.72,0.0,10.72,Card
1983,25,1,10,9,,1,444.93,444.93,0.0,444.93,Card
1984,25,1,6,31,,1,181.34,181.34,0.0,181.34,Card
1986,25,4,8,28,,1,7.3,7.3,0.0,7.3,Card
1990,25,4,10,21,,1,455.99,455.99,0.0,455.99,Card
1991,25,3,4,16,,1,5.42,5.42,0.0,5.42,Card
1993,25,4,7,27,,1,24.84,24.84,0.0,24.84,Card
1994,25,5,5,12,,1,302.87,302.87,0.0,302.87,Card
1995,25,2,7,40,,2,25.4,50.8,0.0,50.8,Card
1997,25,5,9,34,,4,8.79,35.16,0.0,35.16,Card
1999,25,3,8,15,,4,7.51,30.04,0.0,30.04,Card
2001,25,2,10,2,,1,445.67,445.67,0.0,445.67,Card
2002,25,3,1,1,,3,2.5,7.5,0.0,7.5,Card
2005,25,2,8,14,,1,7.33,7.33,0.0,7.33,Card
2006,25,3,3,3,,6,3.08,18.48,0.0,18.48,Card
2008,25,5,8,25,,4,7.38,29.52,0.0,29.52,Card
2010,25,5,8,10,,1,7.63,7.63,0.0,7.63,Card
2011,25,5,10,19,,1,442.37,442.37,0.0,442.37,Card
2012,25,4,4,4,,4,5.42,21.68,0.0,21.68,Card
2013,25,1,1,27,,2,2.51,5.02,0.0,5.02,Card
2017,25,3,5,12,,1,300.6,300.6,0.0,300.6,Card
2020,25,3,10,28,,1,443.36,443.36,0.0,443.36,Card
2021,25,5,1,7,,4,2.41,9.64,0.0,9.64,Card
2023,25,4,7,12,,1,24.49,24.49,0.0,24.49,Card
2025,25,1,6,7,,1,185.21,185.21,0.0,185.21,Card
2026,25,3,10,3,,1,443.42,443.42,0.0,443.42,Card
2027,25,3,3,17,,2,3.03,6.06,0.0,6.06,Card
2030,25,4,10,7,,1,442.4,442.4,0.0,442.4,Card
2031,25,4,1,17,,2,2.52,5.04,0.0,5.04,Card
2032,25,2,8,33,,2,7.69,15.38,0.0,15.38,Card
2033,25,2,10,28,,1,445.41,445.41,0.0,445.41,Card
2034,25,1,8,33,,2,7.59,15.18,0.0,15.18,Card
2036,25,2,4,33,,1,5.43,5.43,0.0,5.43,Card
2037,25,4,10,7,,1,454.8,454.8,0.0,454.8,Card
2038,25,1,9,20,,5,9.26,46.3,0.0,46.3,Card
2039,25,5,1,10,,1,2.44,2.44,0.0,2.44,Card
2041,25,4,10,19,,1,437.64,437.64,0.0,437.64,Card
2042,25,1,10,16,,1,442.69,442.69,0.0,442.69,Card
2043,25,1,1,5,,2,2.51,5.02,0.0,5.02,Card
2045,25,4,5,12,,1,301.69,301.69,0.0,301.69,Card
2047,25,1,10,17,,1,444.39,444.39,0.0,444.39,Card
2048,25,2,8,37,,1,7.42,7.42,0.0,7.42,Card
2051,25,3,8,10,,1,7.32,7.32,0.0,7.32,Card
2052,25,5,3,36,,1,3.04,3.04,0.0,3.04,Card
2057,25,2,8,38,,3,7.43,22.29,0.0,22.29,Card
2058,25,5,3,35,,1,2.99,2.99,0.0,2.99,Card
2060,25,3,6,7,,1,182.54,182.54,0.0,182.54,Card
2064,25,1,5,25,,1,295.59,295.59,0.0,295.59,Card
2065,25,4,2,20,,1,3.18,3.18,0.0,3.18,Card
2067,25,5,8,15,,4,7.55,30.2,0.0,30.2,Card
2068,25,5,1,28,,2,2.47,4.94,0.0,4.94,Card
2070,25,2,2,9,,2,3.16,6.32,0.0,6.32,Card
2073,25,2,9,17,,1,8.8,8.8,0.0,8.8,Card
2075,25,2,10,26,,1,448.38,448.38,0.0,448.38,Card
2076,25,1,8,29,,4,7.74,30.96,0.0,30.96,Card
2078,25,2,9,16,,2,8.98,17.96,0.0,17.96,Card
2079,25,1,2,19,,2,3.24,6.48,0.0,6.48,Card
2080,25,5,1,30,,4,2.54,10.16,0.0,10.16,Card
2081,25,4,1,31,,1,2.5,2.5,0.0,2.5,Card
2082,25,3,7,11,,3,24.34,73.02,0.0,73.02,Card
2084,25,3,7,20,,1,24.75,24.75,0.0,24.75,Card
2087,25,2,10,16,,1,456.55,456.55,0.0,456.55,Card
2088,25,5,8,34,,3,7.23,21.69,0.0,21.69,Card
2089,25,5,10,20,,1,441.09,441.09,0.0,441.09,Card
2091,25,1,5,31,,1,292.55,292.55,0.0,292.55,Card
2092,25,2,10,11,,1,444.7,444.7,0.0,444.7,Card
2094,25,5,1,5,,3,2.55,7.649999999999999,0.0,7.65,Card
2096,25,2,1,29,,1,2.45,2.45,0.0,2.45,Card
2097,25,2,2,4,,1,3.24,3.24,0.0,3.24,Card
2099,25,1,4,34,,1,5.48,5.48,0.0,5.48,Card
2100,25,1,1,25,,2,2.53,5.06,0.0,5.06,Card
2101,25,3,3,14,,1,2.94,2.94,0.0,2.94,Card
2102,25,5,2,24,,4,3.33,13.32,0.0,13.32,Card
2103,25,4,6,36,,1,178.46,178.46,0.0,178.46,Card
2106,26,1,9,9,,3,8.81,26.43,0.0,26.43,Card
2107,26,5,8,17,,4,7.67,30.68,0.0,30.68,Card
2108,26,3,8,33,,3,7.41,22.23,0.0,22.23,Card
2110,26,3,4,15,,2,5.57,11.14,0.0,11.14,Card
2113,26,1,5,16,,1,298.55,298.55,0.0,298.55,Card
2114,26,4,10,34,,1,449.72,449.72,0.0,449.72,Card
2115,26,5,10,20,,1,457.24,457.24,0.0,457.24,Card
2119,26,2,7,34,,2,24.92,49.84,0.0,49.84,Card
2120,26,2,8,2,,1,7.8,7.8,0.0,7.8,Card
2121,26,4,1,8,,2,2.38,4.76,0.0,4.76,Card
2124,26,3,8,28,,1,7.52,7.52,0.0,7.52,Card
2125,26,4,4,9,,2,5.5,11.0,0.0,11.0,Card
2126,26,2,9,19,,5,9.01,45.05,0.0,45.05,Card
2129,26,2,3,6,,3,2.98,8.94,0.0,8.94,Card
2130,26,5,10,13,,1,462.78,462.78,0.0,462.78,Card
2131,26,2,9,28,,1,8.83,8.83,0.0,8.83,Card
2132,26,5,6,13,,1,177.36,177.36,0.0,177.36,Card
2133,26,1,2,19,,5,3.13,15.65,0.0,15.65,Card
2134,26,5,6,36,,1,179.46,179.46,0.0,179.46,Card
2135,26,4,8,35,,1,7.3,7.3,0.0,7.3,Card
2136,26,1,10,27,,1,466.14,466.14,0.0,466.14,Card
2137,26,3,10,16,,1,443.27,443.27,0.0,443.27,Card
2143,26,4,6,18,,1,183.03,183.03,0.0,183.03,Card
2144,26,1,10,19,,1,428.05,428.05,0.0,428.05,Card
2145,26,1,1,5,,2,2.48,4.96,0.0,4.96,Card
2146,26,2,6,20,,1,171.0,171.0,0.0,171.0,Card
2147,26,2,8,7,,1,7.72,7.72,0.0,7.72,Card
2148,26,1,7,37,,3,25.47,76.41,0.0,76.41,Card
2149,26,3,8,11,,4,7.53,30.12,0.0,30.12,Card
2150,26,3,3,24,,1,2.98,2.98,0.0,2.98,Card
2151,26,3,8,18,,3,7.46,22.38,0.0,22.38,Card
2153,26,3,6,8,,1,183.78,183.78,0.0,183.78,Card
2155,26,2,4,27,,3,5.37,16.11,0.0,16.11,Card
2156,26,5,2,9,,1,3.16,3.16,0.0,3.16,Card
2161,26,2,3,30,,4,2.92,11.68,0.0,11.68,Card
2162,27,3,4,26,,2,5.58,11.16,0.0,11.16,Card
2164,27,3,3,20,,2,2.91,5.82,0.0,5.82,Card
2165,27,2,1,12,,2,2.57,5.14,0.0,5.14,Card
2167,27,2,5,33,,1,301.1,301.1,0.0,301.1,Card
2168,27,3,10,24,,1,461.36,461.36,0.0,461.36,Card
2169,27,5,2,4,,1,3.21,3.21,0.0,3.21,Card
2170,27,3,4,23,,5,5.46,27.3,0.0,27.3,Card
2171,27,3,1,10,,2,2.36,4.72,0.0,4.72,Card
2173,27,3,10,14,,1,443.53,443.53,0.0,443.53,Card
2174,27,3,4,14,,4,5.49,21.96,0.0,21.96,Card
2175,27,1,8,20,,1,7.19,7.19,0.0,7.19,Card
2177,27,3,7,14,,3,25.03,75.09,0.0,75.09,Card
2178,27,3,4,26,,2,5.37,10.74,0.0,10.74,Card
2182,27,1,10,25,,1,448.63,448.63,0.0,448.63,Card
2183,27,3,4,26,,1,5.44,5.44,0.0,5.44,Card
2184,27,4,8,34,,2,7.48,14.96,0.0,14.96,Card
2185,27,2,4,38,,1,5.44,5.44,0.0,5.44,Card
2186,27,3,10,40,,1,442.66,442.66,0.0,442.66,Card
2187,27,2,10,25,,1,461.75,461.75,0.0,461.75,Card
2188,27,5,8,37,,2,7.53,15.06,0.0,15.06,Card
2189,27,2,8,26,,4,7.43,29.72,0.0,29.72,Card
2190,27,1,10,13,,1,452.49,452.49,0.0,452.49,Card
2194,27,1,5,1,,1,296.48,296.48,0.0,296.48,Card
2195,27,5,10,14,,1,466.32,466.32,0.0,466.32,Card
2196,27,1,8,38,,1,7.47,7.47,0.0,7.47,Card
2197,27,2,3,39,,5,3.0,15.0,0.0,15.0,Card
2199,27,2,9,38,,2,9.19,18.38,0.0,18.38,Card
2200,27,2,10,2,,1,444.72,444.72,0.0,444.72,Card
2201,27,4,1,28,,1,2.53,2.53,0.0,2.53,Card
2202,27,3,8,25,,1,7.53,7.53,0.0,7.53,Card
2203,27,2,2,5,,7,3.3,23.1,0.0,23.1,Card
2204,27,4,9,27,,3,9.14,27.42,0.0,27.42,Card
2205,27,1,2,30,,2,3.17,6.34,0.0,6.34,Card
2206,27,4,8,36,,4,7.32,29.28,0.0,29.28,Card
2207,27,4,10,31,,1,443.42,443.42,0.0,443.42,Card
2208,27,4,8,1,,5,7.29,36.45,0.0,36.45,Card
2210,27,2,3,32,,1,2.92,2.92,0.0,2.92,Card
2211,27,2,9,9,,1,8.85,8.85,0.0,8.85,Card
2212,27,5,1,23,,3,2.51,7.529999999999999,0.0,7.53,Card
2213,27,2,6,9,,1,174.48,174.48,0.0,174.48,Card
2214,27,2,8,21,,5,7.59,37.95,0.0,37.95,Card
2215,27,2,3,12,,3,3.02,9.06,0.0,9.06,Card
2216,27,2,8,9,,4,7.37,29.48,0.0,29.48,Card
2223,27,5,7,22,,1,24.77,24.77,0.0,24.77,Card
2224,27,3,5,17,,1,304.09,304.09,0.0,304.09,Card
2225,28,3,9,9,,4,9.17,36.68,0.0,36.68,Card
2230,28,3,9,20,,1,9.15,9.15,0.0,9.15,Card
2231,28,5,8,39,,2,7.38,14.76,0.0,14.76,Card
2234,28,5,8,22,,3,7.22,21.66,0.0,21.66,Card
2235,28,3,9,24,,2,8.81,17.62,0.0,17.62,Card
2236,28,5,10,12,,1,450.53,450.53,0.0,450.53,Card
2240,28,1,7,13,,1,24.95,24.95,0.0,24.95,Card
2241,28,5,7,2,,2,25.56,51.12,0.0,51.12,Card
2242,28,5,6,29,,1,185.33,185.33,0.0,185.33,Card
2243,28,4,4,36,,2,5.57,11.14,0.0,11.14,Card
2246,28,4,8,3,,1,7.37,7.37,0.0,7.37,Card
2248,28,5,5,20,,1,300.2,300.2,0.0,300.2,Card
2249,28,2,8,28,,6,7.66,45.96,0.0,45.96,Card
2250,28,3,2,37,,2,3.24,6.48,0.0,6.48,Card
2251,28,3,10,8,,1,453.77,453.77,0.0,453.77,Card
2252,28,4,5,7,,1,294.42,294.42,0.0,294.42,Card
2253,28,2,1,3,,4,2.44,9.76,0.0,9.76,Card
2254,28,2,8,14,,3,7.65,22.950000000000003,0.0,22.95,Card
2255,28,1,4,25,,1,5.28,5.28,0.0,5.28,Card
2256,28,2,10,18,,1,441.94,441.94,0.0,441.94,Card
2257,28,4,6,4,,1,183.39,183.39,0.0,183.39,Card
2258,28,4,1,33,,1,2.4,2.4,0.0,2.4,Card
2261,28,3,2,17,,1,3.19,3.19,0.0,3.19,Card
2264,28,2,8,9,,1,7.53,7.53,0.0,7.53,Card
2267,28,1,10,6,,1,444.17,444.17,0.0,444.17,Card
2270,28,1,8,36,,3,7.3,21.9,0.0,21.9,Card
2272,28,3,6,24,,1,182.94,182.94,0.0,182.94,Card
2273,28,1,5,36,,1,294.35,294.35,0.0,294.35,Card
2274,28,4,4,26,,2,5.35,10.7,0.0,10.7,Card
2276,28,4,4,2,,2,5.52,11.04,0.0,11.04,Card
2278,28,4,10,25,,1,444.56,444.56,0.0,444.56,Card
2282,28,3,7,34,,4,25.24,100.96,0.0,100.96,Card
2285,28,1,5,11,,1,302.0,302.0,0.0,302.0,Card
2288,28,1,9,30,,4,8.79,35.16,0.0,35.16,Card
2289,28,4,4,9,,2,5.43,10.86,0.0,10.86,Card
2290,28,2,3,26,,3,2.88,8.64,0.0,8.64,Card
2291,29,4,8,29,,2,7.57,15.14,0.0,15.14,Card
2294,29,3,5,10,,1,302.09,302.09,0.0,302.09,Card
2296,29,5,7,39,,3,24.92,74.76,0.0,74.76,Card
2298,29,3,8,36,,2,7.53,15.06,0.0,15.06,Card
2299,29,2,7,6,,4,24.49,97.96,0.0,97.96,Card
2300,29,2,4,28,,2,5.63,11.26,0.0,11.26,Card
2302,29,5,7,19,,1,25.55,25.55,0.0,25.55,Card
2303,29,1,3,21,,4,3.01,12.04,0.0,12.04,Card
2304,29,2,8,36,,3,7.43,22.29,0.0,22.29,Card
2307,29,1,2,17,,2,3.12,6.24,0.0,6.24,Card
2308,29,1,7,27,,1,24.54,24.54,0.0,24.54,Card
2309,29,4,1,2,,2,2.42,4.84,0.0,4.84,Card
2310,29,4,10,20,,1,445.73,445.73,0.0,445.73,Card
2312,29,1,9,8,,1,9.06,9.06,0.0,9.06,Card
2313,29,5,10,29,,1,459.48,459.48,0.0,459.48,Card
2315,29,5,10,24,,1,443.25,443.25,0.0,443.25,Card
2319,29,2,2,9,,1,3.18,3.18,0.0,3.18,Card
2320,29,3,6,34,,1,174.54,174.54,0.0,174.54,Card
2321,29,4,6,23,,1,174.13,174.13,0.0,174.13,Card
2323,29,2,10,15,,1,455.27,455.27,0.0,455.27,Card
2324,29,3,7,4,,5,24.77,123.85,0.0,123.85,Card
2328,29,1,3,33,,2,2.93,5.86,0.0,5.86,Card
2330,29,4,10,31,,1,457.93,457.93,0.0,457.93,Card
2331,29,2,10,11,,1,440.81,440.81,0.0,440.81,Card
2333,29,4,5,22,,1,297.28,297.28,0.0,297.28,Card
2334,29,1,4,36,,1,5.28,5.28,0.0,5.28,Card
2335,29,4,4,28,,3,5.52,16.56,0.0,16.56,Card
2336,29,3,9,4,,1,9.46,9.46,0.0,9.46,Card
2337,29,1,4,8,,1,5.4,5.4,0.0,5.4,Card
2338,29,1,10,39,,1,449.25,449.25,0.0,449.25,Card
2339,29,4,8,10,,6,7.81,46.86,0.0,46.86,Card
2342,29,4,9,4,,2,9.04,18.08,0.0,18.08,Card
2343,29,3,10,17,,1,461.64,461.64,0.0,461.64,Card
2345,29,5,8,39,,7,7.53,52.71,0.0,52.71,Card
2346,29,2,2,26,,2,3.24,6.48,0.0,6.48,Card
2347,29,4,10,24,,1,455.11,455.11,0.0,455.11,Card
2350,29,5,4,21,,1,5.53,5.53,0.0,5.53,Card
2351,29,4,10,2,,1,441.18,441.18,0.0,441.18,Card
2352,29,3,8,14,,2,7.7,15.4,0.0,15.4,Card
2353,29,1,2,2,,3,3.22,9.66,0.0,9.66,Card
2356,29,1,4,24,,1,5.34,5.34,0.0,5.34,Card
2357,29,4,6,29,,1,173.32,173.32,0.0,173.32,Card
2359,30,1,7,21,,2,24.5,49.0,0.0,49.0,Card
2360,30,3,3,26,,2,2.97,5.94,0.0,5.94,Card
2361,30,4,7,30,,2,25.67,51.34,0.0,51.34,Card
2364,30,1,3,30,,1,2.96,2.96,0.0,2.96,Card
2365,30,2,3,39,,3,2.9,8.7,0.0,8.7,Card
2366,30,2,9,3,,2,9.33,18.66,0.0,18.66,Card
2367,30,4,7,10,,2,25.21,50.42,0.0,50.42,Card
2368,30,3,10,33,,1,432.93,432.93,0.0,432.93,Card
2369,30,3,3,7,,1,2.96,2.96,0.0,2.96,Card
2370,30,4,3,20,,2,2.91,5.82,0.0,5.82,Card
2371,30,2,8,18,,1,7.24,7.24,0.0,7.24,Card
2373,30,4,10,30,,1,456.17,456.17,0.0,456.17,Card
2375,30,3,8,29,,1,7.44,7.44,0.0,7.44,Card
2376,30,1,3,40,,2,3.0,6.0,0.0,6.0,Card
2377,30,5,10,31,,1,441.69,441.69,0.0,441.69,Card
2380,30,4,7,35,,1,25.14,25.14,0.0,25.14,Card
2383,30,1,7,7,,2,25.29,50.58,0.0,50.58,Card
2384,30,3,10,21,,1,441.38,441.38,0.0,441.38,Card
2385,30,3,5,22,,1,297.84,297.84,0.0,297.84,Card
2387,30,2,1,32,,2,2.58,5.16,0.0,5.16,Card
2388,30,3,2,27,,1,3.1,3.1,0.0,3.1,Card
2389,30,5,5,32,,1,303.06,303.06,0.0,303.06,Card
2390,30,2,10,8,,1,450.85,450.85,0.0,450.85,Card
2391,30,2,1,5,,4,2.49,9.96,0.0,9.96,Card
2392,30,3,9,19,,4,8.84,35.36,0.0,35.36,Card
2393,30,2,9,16,,2,8.82,17.64,0.0,17.64,Card
2394,30,2,10,25,,1,449.84,449.84,0.0,449.84,Card
2395,30,5,4,10,,1,5.42,5.42,0.0,5.42,Card
2399,30,3,4,16,,4,5.5,22.0,0.0,22.0,Card
2401,30,1,8,14,,3,7.28,21.84,0.0,21.84,Card
2402,30,5,10,5,,1,455.75,455.75,0.0,455.75,Card
2403,30,3,10,14,,1,467.42,467.42,0.0,467.42,Card
2406,30,3,2,38,,4,3.05,12.2,0.0,12.2,Card
2409,30,4,10,9,,1,449.24,449.24,0.0,449.24,Card
2410,30,3,1,18,,1,2.5,2.5,0.0,2.5,Card
2411,30,1,9,8,,3,9.17,27.51,0.0,27.51,Card
2412,30,3,10,13,,1,451.74,451.74,0.0,451.74,Card
2415,30,1,5,33,,1,283.68,283.68,0.0,283.68,Card
2417,30,5,1,3,,2,2.55,5.1,0.0,5.1,Card
2418,30,2,10,6,,1,452.67,452.67,0.0,452.67,Card
2419,30,1,8,30,,2,7.83,15.66,0.0,15.66,Card
2420,30,5,6,18,,1,176.01,176.01,0.0,176.01,Card
2421,30,2,2,12,,2,3.16,6.32,0.0,6.32,Card
2425,30,2,8,32,,2,7.6,15.2,0.0,15.2,Card
2426,30,1,9,1,,4,9.19,36.76,0.0,36.76,Card
2427,30,3,7,11,,1,25.04,25.04,0.0,25.04,Card
2428,30,4,2,16,,2,3.2,6.4,0.0,6.4,Card
2430,31,2,5,31,,1,305.99,305.99,0.0,305.99,Card
2432,31,2,4,4,,3,5.42,16.259999999999998,0.0,16.26,Card
2435,31,1,8,23,,4,7.59,30.36,0.0,30.36,Card
2436,31,3,4,28,,3,5.6,16.799999999999997,0.0,16.8,Card
2437,31,4,4,5,,1,5.21,5.21,0.0,5.21,Card
2439,31,3,3,37,,2,3.07,6.14,0.0,6.14,Card
2440,31,1,4,35,,1,5.4,5.4,0.0,5.4,Card
